city,barangay,date,month,precipitation,temp_mean,temp_min,temp_max,heat_index,wind_speed,relative_humidity,zone,evacuation_status,household_members,zone_incident_count,tag_bedridden,tag_pwd,tag_senior_citizen,tag_pregnant,tag_infant,rainy_season,weather_risk,risk_score,risk_label
Cagayan de Oro,Kauswagan,2009-12-21,12,5.46,27.11,25.57,28.86,30.95,3.79,78.4,Zone 5,Safe,4,0,0,1,0,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2008-12-01,12,8.92,26.06,23.79,28.51,29.93,3.23,78.7,Zone 3,Safe,1,0,0,0,0,0,0,1,Medium,93,HIGH
Cagayan de Oro,Kauswagan,2005-05-18,5,5.09,28.63,26.03,30.42,32.26,3.64,76.3,Zone 2,Safe,2,0,0,0,0,0,0,1,Medium,59,MEDIUM
Cagayan de Oro,Kauswagan,2013-07-02,7,7.29,26.97,24.59,29.59,31.84,4.17,88.7,Zone 2,Unaccounted,8,1,0,0,0,0,0,1,Medium,93,HIGH
Cagayan de Oro,Kauswagan,2020-12-26,12,7.33,25.41,22.8,27.25,29.27,3.78,78.6,Zone 2,Safe,4,0,0,0,0,0,0,1,Medium,62,MEDIUM
Cagayan de Oro,Kauswagan,2017-08-11,8,13.02,26.84,24.8,29.23,31.75,3.88,89.1,Zone 5,Evacuated,3,1,0,1,0,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2017-01-13,1,3.94,26.93,24.45,29.64,30.0,2.93,70.7,Zone 5,Safe,3,0,0,1,0,0,0,0,,96,HIGH
Cagayan de Oro,Kauswagan,2013-07-11,7,7.1,27.26,24.26,29.92,31.62,2.24,83.6,Zone 5,Safe,7,1,0,0,1,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2006-12-12,12,5.34,27.19,24.3,29.46,30.71,2.35,75.2,Zone 2,Safe,6,1,0,0,0,0,0,1,,65,MEDIUM
Cagayan de Oro,Kauswagan,2012-12-10,12,7.32,25.61,22.75,29.48,29.52,2.87,79.1,Zone 5,Safe,3,3,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2022-12-14,12,7.38,26.21,23.56,27.83,30.35,3.16,81.4,Zone 2,Safe,9,0,0,0,0,0,0,1,Medium,69,MEDIUM
Cagayan de Oro,Kauswagan,2006-02-27,2,5.5,25.55,23.42,28.13,29.25,0.8,77.0,Zone 2,Unaccounted,4,0,0,0,0,0,0,1,,73,HIGH
Cagayan de Oro,Kauswagan,2016-06-15,6,10.14,28.63,26.56,31.18,32.93,3.55,83.0,Zone 3,Unaccounted,6,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2022-09-01,9,6.55,28.56,25.97,31.32,32.69,3.37,81.3,Zone 5,Safe,2,3,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2004-07-11,7,13.05,27.51,25.66,30.22,31.88,0.22,83.7,Zone 5,Safe,7,1,0,1,1,0,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2010-04-23,4,4.62,28.77,25.56,32.21,31.66,2.72,68.9,Zone 5,Safe,4,0,0,1,1,1,0,0,,100,HIGH
Cagayan de Oro,Kauswagan,2004-06-15,6,8.84,29.59,27.41,31.88,33.21,3.37,76.2,Zone 3,Unaccounted,6,2,0,1,0,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2020-04-18,4,9.96,29.13,27.61,32.23,32.98,0.98,78.5,Zone 5,Unaccounted,5,3,0,1,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2015-08-03,8,8.87,27.96,26.24,30.77,32.08,4.63,81.2,Zone 1,Evacuated,3,2,0,0,0,1,0,1,Medium,49,MEDIUM
Cagayan de Oro,Kauswagan,2011-10-15,10,9.66,26.77,24.31,30.08,30.86,0.9,80.9,Zone 3,Safe,4,2,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2014-11-18,11,6.28,27.85,25.05,30.05,32.54,2.95,86.9,Zone 2,Safe,8,2,0,0,0,1,0,1,,82,HIGH
Cagayan de Oro,Kauswagan,2021-09-04,9,10.77,28.96,25.48,30.93,34.02,0.9,90.6,Zone 1,Safe,10,1,0,0,1,0,0,1,Medium,66,MEDIUM
Cagayan de Oro,Kauswagan,2008-02-25,2,4.79,27.52,24.15,30.77,32.09,2.63,85.7,Zone 5,Safe,1,2,0,1,0,1,0,0,,100,HIGH
Cagayan de Oro,Kauswagan,2021-06-08,6,5.85,27.93,25.93,31.26,32.52,2.73,85.9,Zone 4,Unaccounted,6,1,0,0,0,0,0,1,,59,MEDIUM
Cagayan de Oro,Kauswagan,2020-02-27,2,5.8,26.23,23.5,28.53,30.33,1.25,81.0,Zone 3,Unaccounted,4,0,1,1,0,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2010-06-13,6,8.43,28.21,26.65,31.97,32.07,3.96,78.6,Zone 6,Safe,3,1,0,0,0,0,0,1,Medium,73,HIGH
Cagayan de Oro,Kauswagan,2022-11-10,11,7.78,28.93,27.41,32.89,33.77,3.77,88.4,Zone 5,Safe,9,3,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2019-02-14,2,5.71,28.98,26.31,31.57,32.75,1.91,77.7,Zone 5,Safe,4,0,0,0,1,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2016-01-17,1,4.53,27.29,25.44,30.14,30.74,2.31,74.5,Zone 5,Unaccounted,6,0,0,1,1,0,1,0,,100,HIGH
Cagayan de Oro,Kauswagan,2019-07-02,7,14.81,26.7,23.55,30.56,31.05,1.94,83.5,Zone 3,Safe,1,1,0,0,0,1,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2022-03-17,3,3.38,28.38,25.3,31.48,32.04,3.55,76.6,Zone 5,Safe,4,0,0,0,0,0,0,0,Medium,94,HIGH
Cagayan de Oro,Kauswagan,2003-04-08,4,11.09,29.34,26.14,31.57,31.8,2.43,64.6,Zone 5,Safe,8,0,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2003-03-17,3,4.71,27.18,25.21,29.2,29.77,0.83,65.9,Zone 1,Unaccounted,5,1,0,0,1,0,0,0,,64,MEDIUM
Cagayan de Oro,Kauswagan,2012-11-16,11,7.34,27.62,24.98,30.7,32.15,2.52,85.3,Zone 6,Safe,4,1,0,1,0,0,0,1,Medium,84,HIGH
Cagayan de Oro,Kauswagan,2010-11-02,11,6.94,27.7,24.31,29.35,31.97,2.49,82.7,Zone 3,Unaccounted,2,1,0,0,0,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2008-07-14,7,7.83,29.09,25.62,33.02,32.81,3.19,77.2,Zone 5,Safe,6,3,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2003-05-25,5,5.73,28.18,25.61,30.51,31.71,2.83,75.3,Zone 4,Evacuated,7,0,1,0,1,0,0,1,,42,MEDIUM
Cagayan de Oro,Kauswagan,2003-02-21,2,4.85,27.26,24.74,30.08,31.04,3.17,77.8,Zone 2,Safe,7,1,1,0,0,0,1,0,Medium,85,HIGH
Cagayan de Oro,Kauswagan,2015-03-28,3,5.12,26.87,23.59,29.11,29.56,0.62,66.9,Zone 5,Safe,2,0,0,0,1,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2022-04-17,4,7.74,28.62,26.91,32.18,31.9,2.18,72.8,Zone 5,Safe,3,2,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2015-01-14,1,6.03,26.28,23.53,29.14,29.62,2.92,73.4,Zone 6,Safe,8,2,0,0,0,0,0,1,,80,HIGH
Cagayan de Oro,Kauswagan,2016-03-03,3,8.33,27.25,25.05,30.94,30.72,1.3,74.7,Zone 2,Unaccounted,5,0,0,0,0,0,0,1,Medium,82,HIGH
Cagayan de Oro,Kauswagan,2009-09-19,9,7.0,27.06,24.87,30.42,32.14,3.83,90.8,Zone 2,Unaccounted,1,1,1,0,0,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2019-03-20,3,3.5,26.38,24.13,28.3,30.04,2.94,76.6,Zone 5,Evacuated,1,3,1,0,0,0,0,0,,97,HIGH
Cagayan de Oro,Kauswagan,2017-07-14,7,7.1,28.46,26.77,31.31,32.96,0.75,85.0,Zone 5,Safe,4,2,1,0,0,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2021-05-15,5,4.96,30.03,27.01,32.42,34.09,2.21,80.6,Zone 5,Evacuated,2,0,0,1,0,1,1,0,,94,HIGH
Cagayan de Oro,Kauswagan,2008-10-06,10,8.68,27.01,25.5,30.47,30.75,1.74,77.4,Zone 3,Safe,9,1,1,1,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2014-09-19,9,10.41,27.02,25.24,30.63,31.49,1.1,84.7,Zone 5,Unaccounted,9,1,0,1,1,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2013-07-06,7,8.79,26.03,22.6,29.66,30.92,3.15,88.9,Zone 1,Evacuated,8,2,0,1,1,1,0,1,Medium,75,HIGH
Cagayan de Oro,Kauswagan,2010-10-03,10,13.56,27.95,24.68,30.19,32.38,4.47,84.3,Zone 3,Safe,3,1,0,1,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2022-08-09,8,14.73,29.06,26.77,30.94,33.92,2.99,88.6,Zone 5,Unaccounted,9,1,1,0,1,0,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2015-04-16,4,3.9,28.78,26.57,30.81,32.36,2.6,75.8,Zone 5,Safe,5,0,0,0,1,0,0,0,,97,HIGH
Cagayan de Oro,Kauswagan,2003-12-17,12,7.16,26.48,24.6,30.44,30.22,4.83,77.4,Zone 5,Safe,5,2,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2010-07-21,7,12.62,26.96,23.8,29.94,30.54,2.42,75.8,Zone 3,Safe,6,3,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2011-01-25,1,9.6,26.48,23.11,29.26,29.81,1.77,73.3,Zone 4,Safe,2,0,0,0,0,0,0,1,Medium,35,LOW
Cagayan de Oro,Kauswagan,2020-06-04,6,6.73,29.01,27.26,31.04,32.82,2.81,78.1,Zone 6,Safe,2,1,0,0,0,0,0,1,,64,MEDIUM
Cagayan de Oro,Kauswagan,2011-05-10,5,6.86,29.71,27.27,32.94,33.64,3.15,79.3,Zone 2,Safe,2,0,0,0,0,0,0,1,Medium,59,MEDIUM
Cagayan de Oro,Kauswagan,2003-05-28,5,8.75,28.64,27.08,31.92,32.12,1.47,74.8,Zone 3,Safe,9,1,0,0,1,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2013-09-13,9,7.96,26.75,23.9,29.47,31.26,2.69,85.1,Zone 5,Safe,5,2,0,0,0,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2017-07-01,7,9.44,27.89,26.12,30.37,32.02,2.67,81.3,Zone 3,Evacuated,5,3,1,0,1,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2020-03-01,3,19.7,26.74,25.03,28.24,30.09,3.36,73.5,Zone 3,Safe,10,0,0,0,1,0,0,1,High,100,HIGH
Cagayan de Oro,Kauswagan,2020-03-26,3,4.45,28.94,26.08,31.9,32.09,2.07,71.5,Zone 2,Safe,5,0,0,0,0,0,0,0,,49,MEDIUM
Cagayan de Oro,Kauswagan,2015-06-04,6,10.63,27.98,26.44,30.47,31.95,1.1,79.7,Zone 1,Evacuated,6,1,0,0,0,0,0,1,Medium,40,MEDIUM
Cagayan de Oro,Kauswagan,2016-03-23,3,9.07,28.95,26.61,31.17,33.08,4.0,81.3,Zone 5,Safe,1,0,0,0,0,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2018-04-13,4,7.31,28.95,26.4,31.6,31.85,4.07,69.0,Zone 3,Safe,9,0,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2011-08-13,8,6.36,28.18,26.37,31.75,31.75,3.69,75.7,Zone 6,Unaccounted,4,2,0,0,0,0,0,1,Medium,98,HIGH
Cagayan de Oro,Kauswagan,2014-04-20,4,4.84,30.18,28.2,32.6,32.97,0.26,67.9,Zone 5,Evacuated,7,0,0,0,1,0,0,0,,86,HIGH
Cagayan de Oro,Kauswagan,2022-04-06,4,4.99,29.33,26.22,32.92,32.84,5.33,75.1,Zone 6,Unaccounted,5,1,0,0,0,0,0,0,High,94,HIGH
Cagayan de Oro,Kauswagan,2022-02-09,2,4.32,26.88,23.76,29.6,30.1,3.02,72.2,Zone 6,Evacuated,8,3,0,0,0,0,0,0,Medium,70,HIGH
Cagayan de Oro,Kauswagan,2017-08-07,8,8.64,28.1,24.89,29.69,32.45,2.3,83.5,Zone 3,Evacuated,10,1,1,0,1,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2015-05-12,5,6.38,29.65,26.2,31.99,32.85,4.79,72.0,Zone 1,Safe,8,0,0,0,0,0,0,1,Medium,52,MEDIUM
Cagayan de Oro,Kauswagan,2009-01-22,1,5.64,28.3,25.25,30.43,31.77,2.86,74.7,Zone 5,Safe,4,2,0,0,0,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2006-12-19,12,9.83,27.97,24.62,30.77,32.13,0.44,81.6,Zone 6,Evacuated,5,2,0,0,0,1,0,1,Medium,75,HIGH
Cagayan de Oro,Kauswagan,2022-06-14,6,15.62,28.01,25.23,31.74,32.14,2.87,81.3,Zone 5,Safe,3,3,0,0,0,1,1,1,High,100,HIGH
Cagayan de Oro,Kauswagan,2005-11-15,11,6.33,27.14,24.29,29.7,31.93,2.53,87.9,Zone 4,Unaccounted,10,1,0,0,0,0,0,1,,62,MEDIUM
Cagayan de Oro,Kauswagan,2010-08-06,8,8.3,26.33,24.01,28.6,31.49,4.65,91.6,Zone 1,Safe,1,1,0,0,0,1,1,1,Medium,61,MEDIUM
Cagayan de Oro,Kauswagan,2007-08-04,8,11.73,28.31,26.04,31.83,32.99,2.79,86.8,Zone 5,Evacuated,9,3,0,1,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2006-10-27,10,9.51,28.21,26.38,30.94,33.07,2.83,88.6,Zone 3,Safe,9,1,0,1,1,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2005-11-19,11,12.12,29.11,26.36,31.62,32.87,4.52,77.6,Zone 6,Evacuated,5,1,0,0,0,0,1,1,Medium,68,MEDIUM
Cagayan de Oro,Kauswagan,2009-06-12,6,8.8,29.25,26.82,31.32,33.63,1.7,83.8,Zone 2,Evacuated,5,1,1,1,0,0,0,1,Medium,77,HIGH
Cagayan de Oro,Kauswagan,2014-09-11,9,13.92,27.51,24.88,31.44,32.12,1.27,86.1,Zone 4,Safe,2,1,0,0,1,0,0,1,Medium,49,MEDIUM
Cagayan de Oro,Kauswagan,2006-05-18,5,5.24,28.36,26.32,30.62,32.19,3.24,78.3,Zone 1,Safe,5,0,0,0,0,0,0,1,Medium,47,MEDIUM
Cagayan de Oro,Kauswagan,2007-07-02,7,7.5,27.81,25.83,31.46,31.7,0.96,78.9,Zone 2,Safe,7,1,0,0,0,1,1,1,Medium,89,HIGH
Cagayan de Oro,Kauswagan,2016-03-19,3,6.11,28.32,25.77,30.22,32.64,2.02,83.2,Zone 3,Evacuated,9,1,0,0,0,0,0,1,,89,HIGH
Cagayan de Oro,Kauswagan,2017-05-05,5,8.43,29.97,26.62,33.33,33.98,2.91,80.1,Zone 6,Safe,10,1,0,0,0,0,1,1,Medium,88,HIGH
Cagayan de Oro,Kauswagan,2014-03-28,3,5.4,27.75,26.02,31.38,31.81,3.05,80.6,Zone 3,Unaccounted,8,1,0,0,1,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2014-05-15,5,18.13,28.51,25.99,32.1,32.89,1.91,83.8,Zone 5,Unaccounted,4,3,0,0,0,0,0,1,High,100,HIGH
Cagayan de Oro,Kauswagan,2013-02-02,2,10.75,29.03,27.15,32.0,33.13,3.5,81.0,Zone 2,Evacuated,6,1,0,0,0,1,0,1,Medium,65,MEDIUM
Cagayan de Oro,Kauswagan,2018-12-26,12,5.35,26.77,24.35,29.67,31.84,2.45,90.7,Zone 6,Safe,7,0,0,0,0,1,0,1,,75,HIGH
Cagayan de Oro,Kauswagan,2003-05-08,5,5.9,30.47,28.46,34.38,34.29,0.93,78.2,Zone 6,Safe,7,3,0,0,0,0,0,1,,85,HIGH
Cagayan de Oro,Kauswagan,2009-05-04,5,4.24,29.21,25.91,31.73,33.22,0.68,80.1,Zone 6,Safe,8,0,0,0,0,0,0,0,,60,MEDIUM
Cagayan de Oro,Kauswagan,2006-01-15,1,9.01,27.14,23.66,30.84,31.36,1.52,82.2,Zone 3,Safe,8,0,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2003-12-11,12,12.11,27.33,25.01,30.82,31.69,1.17,83.6,Zone 5,Safe,8,0,1,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2009-12-10,12,8.97,27.3,24.78,30.37,31.06,1.11,77.6,Zone 6,Safe,7,0,0,0,0,0,0,1,Medium,74,HIGH
Cagayan de Oro,Kauswagan,2017-03-28,3,8.68,27.1,25.53,30.45,30.78,2.07,76.8,Zone 5,Safe,2,0,1,1,0,0,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2016-09-10,9,8.13,27.85,25.8,30.56,31.75,0.78,79.0,Zone 3,Safe,1,3,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2008-08-17,8,12.6,28.36,24.9,29.97,33.01,0.0,86.5,Zone 3,Safe,10,1,1,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2014-06-23,6,8.71,27.84,26.27,31.37,32.02,2.59,81.8,Zone 3,Safe,2,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2018-10-28,10,7.78,26.94,24.99,30.6,31.64,2.0,87.0,Zone 5,Safe,1,3,0,0,0,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2015-08-14,8,11.48,25.14,21.7,27.36,29.52,2.3,83.8,Zone 3,Safe,4,2,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2006-03-21,3,4.79,27.01,24.13,29.54,30.14,2.19,71.3,Zone 2,Safe,4,0,0,0,0,0,1,0,,54,MEDIUM
Cagayan de Oro,Kauswagan,2005-12-14,12,5.91,26.91,24.48,30.07,31.09,2.0,81.8,Zone 3,Safe,2,0,1,1,1,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2006-04-06,4,3.66,28.44,26.49,31.88,31.17,3.31,67.3,Zone 2,Safe,9,1,0,1,0,1,1,0,Medium,92,HIGH
Cagayan de Oro,Kauswagan,2014-06-11,6,10.3,27.64,25.87,29.42,32.18,4.98,85.4,Zone 6,Safe,8,1,0,0,1,0,0,1,Medium,89,HIGH
Cagayan de Oro,Kauswagan,2014-08-01,8,11.48,28.58,25.15,30.47,32.74,1.86,81.6,Zone 3,Unaccounted,1,1,0,0,1,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2007-05-03,5,9.97,28.98,25.94,31.34,31.86,5.3,68.8,Zone 5,Evacuated,10,2,0,0,1,1,1,1,High,100,HIGH
Cagayan de Oro,Kauswagan,2020-03-11,3,3.09,28.72,26.43,30.6,32.5,0.63,77.8,Zone 6,Safe,6,0,0,0,0,0,0,0,,57,MEDIUM
Cagayan de Oro,Kauswagan,2013-11-06,11,10.29,28.12,25.29,29.78,32.71,1.85,85.9,Zone 3,Safe,10,3,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2021-06-03,6,6.13,27.91,26.01,31.6,31.81,1.37,79.0,Zone 2,Safe,6,1,0,1,0,1,0,1,,83,HIGH
Cagayan de Oro,Kauswagan,2011-04-09,4,7.94,29.59,26.48,31.93,33.37,1.67,77.8,Zone 2,Evacuated,2,1,0,0,0,0,0,1,Medium,50,MEDIUM
Cagayan de Oro,Kauswagan,2006-12-06,12,7.96,25.89,24.0,28.06,30.41,1.73,85.2,Zone 6,Evacuated,7,0,0,0,0,0,0,1,Medium,59,MEDIUM
Cagayan de Oro,Kauswagan,2016-06-05,6,10.32,27.86,24.82,29.98,32.01,3.46,81.5,Zone 6,Unaccounted,3,3,1,0,0,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2019-12-22,12,7.49,27.15,25.46,31.12,31.2,2.67,80.5,Zone 3,Safe,9,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2005-12-15,12,11.75,27.5,24.77,30.34,31.31,2.45,78.1,Zone 3,Safe,9,1,0,1,1,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2006-05-18,5,6.41,29.84,26.72,33.58,33.43,2.56,75.9,Zone 5,Safe,8,1,1,0,0,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2019-12-01,12,7.37,28.11,24.91,30.42,32.18,2.3,80.7,Zone 6,Safe,10,1,0,0,0,0,0,1,Medium,81,HIGH
Cagayan de Oro,Kauswagan,2004-11-17,11,6.44,26.47,23.88,28.64,30.58,3.31,81.1,Zone 6,Safe,5,2,0,0,0,0,0,1,Medium,82,HIGH
Cagayan de Oro,Kauswagan,2006-01-18,1,4.58,26.98,24.09,30.71,30.33,3.44,73.5,Zone 5,Safe,4,0,0,0,0,1,0,0,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2004-10-19,10,8.89,27.24,24.47,31.14,31.37,3.07,81.3,Zone 5,Evacuated,2,1,0,0,0,0,1,1,Medium,97,HIGH
Cagayan de Oro,Kauswagan,2003-05-14,5,7.4,28.49,25.21,32.39,32.0,0.47,75.1,Zone 5,Safe,5,2,1,0,1,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2007-09-04,9,7.95,26.92,24.01,30.23,31.4,2.18,84.8,Zone 3,Safe,9,3,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2017-03-02,3,7.08,28.06,24.92,30.23,31.73,0.83,76.7,Zone 5,Safe,9,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2013-12-24,12,12.11,26.63,23.93,30.25,30.5,0.36,78.7,Zone 6,Safe,10,0,0,0,0,0,0,1,Medium,75,HIGH
Cagayan de Oro,Kauswagan,2011-02-24,2,11.96,28.65,25.66,31.07,32.47,1.63,78.2,Zone 3,Unaccounted,6,0,1,1,0,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2019-06-16,6,13.96,27.12,24.36,29.15,31.76,3.38,86.4,Zone 3,Safe,10,2,0,1,1,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2015-09-19,9,7.81,28.27,26.19,30.02,32.95,1.17,86.8,Zone 2,Safe,1,1,0,0,0,0,0,1,Medium,63,MEDIUM
Cagayan de Oro,Kauswagan,2021-12-23,12,15.98,27.27,24.01,29.25,31.35,1.89,80.8,Zone 1,Unaccounted,3,2,0,0,0,0,0,1,High,82,HIGH
Cagayan de Oro,Kauswagan,2020-03-09,3,4.47,27.1,23.77,29.56,30.18,3.01,70.8,Zone 5,Safe,3,0,0,0,1,0,1,0,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2011-06-16,6,9.19,29.06,26.92,31.55,33.28,2.86,82.2,Zone 6,Safe,1,2,0,1,0,0,1,1,Medium,92,HIGH
Cagayan de Oro,Kauswagan,2019-05-02,5,5.39,29.67,27.73,31.85,33.31,1.76,76.4,Zone 5,Unaccounted,5,2,0,0,0,1,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2014-09-17,9,10.45,27.08,24.45,30.9,31.91,0.84,88.3,Zone 6,Safe,3,1,0,0,1,0,0,1,Medium,81,HIGH
Cagayan de Oro,Kauswagan,2009-07-20,7,7.22,27.02,25.16,30.18,31.37,4.0,83.5,Zone 3,Safe,3,3,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2010-03-05,3,5.35,26.9,24.57,28.99,30.82,1.8,79.2,Zone 6,Unaccounted,8,0,1,1,1,0,0,1,,100,HIGH
Cagayan de Oro,Kauswagan,2014-12-20,12,9.68,24.99,21.56,28.08,29.23,1.84,82.4,Zone 5,Safe,9,2,1,1,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2003-03-17,3,11.11,27.52,25.84,30.16,30.57,3.57,70.5,Zone 5,Safe,1,0,0,0,1,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2015-01-05,1,12.17,27.54,24.72,30.47,30.82,3.79,72.8,Zone 2,Safe,4,1,0,0,1,0,0,1,Medium,76,HIGH
Cagayan de Oro,Kauswagan,2012-02-27,2,3.75,25.52,22.63,28.57,29.45,1.3,79.3,Zone 1,Safe,4,0,0,0,0,0,0,0,,30,LOW
Cagayan de Oro,Kauswagan,2019-12-04,12,7.29,26.98,24.62,30.14,30.74,2.23,77.6,Zone 2,Safe,8,2,0,0,0,1,0,1,Medium,89,HIGH
Cagayan de Oro,Kauswagan,2018-07-21,7,9.66,27.16,23.74,29.3,31.78,3.3,86.2,Zone 3,Safe,3,2,1,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2004-02-22,2,8.79,27.37,25.28,30.25,31.28,2.21,79.1,Zone 3,Safe,4,1,0,1,0,1,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2005-01-26,1,12.46,27.19,24.41,29.81,30.94,2.91,77.5,Zone 3,Evacuated,10,1,0,1,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2007-12-10,12,10.05,26.65,24.88,28.68,30.77,1.55,81.2,Zone 2,Safe,10,0,0,0,0,0,0,1,Medium,69,MEDIUM
Cagayan de Oro,Kauswagan,2018-06-25,6,8.54,28.1,25.65,31.52,32.51,1.87,84.1,Zone 5,Safe,5,1,1,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2019-03-04,3,4.83,27.52,24.97,29.88,30.92,2.48,74.0,Zone 4,Safe,5,0,0,0,0,0,0,0,,25,LOW
Cagayan de Oro,Kauswagan,2015-01-08,1,13.6,26.28,24.4,28.36,30.2,2.89,79.2,Zone 3,Unaccounted,9,0,0,1,1,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2012-01-25,1,10.83,27.77,25.35,31.52,31.15,0.35,73.8,Zone 3,Evacuated,10,1,0,0,0,0,0,1,Medium,96,HIGH
Cagayan de Oro,Kauswagan,2022-11-17,11,8.29,29.22,27.1,32.6,33.16,2.4,79.4,Zone 5,Safe,7,1,0,1,1,0,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2007-06-08,6,7.66,27.8,25.01,29.44,31.75,2.33,79.5,Zone 3,Unaccounted,6,1,0,0,0,0,0,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2018-07-23,7,10.08,28.84,26.16,31.06,33.44,1.1,86.0,Zone 6,Evacuated,8,2,1,0,0,0,0,1,Medium,84,HIGH
Cagayan de Oro,Kauswagan,2021-09-25,9,11.01,28.49,25.96,31.08,33.21,2.87,87.2,Zone 5,Evacuated,2,3,0,0,1,0,1,1,Medium,100,HIGH
Cagayan de Oro,Kauswagan,2021-11-11,11,14.6,27.48,25.71,31.41,32.16,2.87,86.8,Zone 1,Safe,9,1,0,0,0,0,0,1,Medium,58,MEDIUM
