MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,flood_risk_label
7,8,8,3,2,4,7,1,1,9,5,4,9,1,1,7,4,10,10,4,0.4663,MEDIUM
8,9,3,4,7,10,2,1,10,10,8,9,8,3,2,10,2,7,4,1,0.5845,MEDIUM
10,2,7,6,2,7,9,1,1,5,8,3,2,6,4,6,8,1,1,10,0.5392,MEDIUM
4,6,9,8,2,8,1,3,1,1,6,6,6,1,2,9,8,9,10,1,0.4752,MEDIUM
1,6,3,10,10,5,3,4,3,6,6,5,4,4,5,10,3,4,3,2,0.5,MEDIUM
3,5,4,1,3,6,9,4,4,1,4,7,2,4,3,3,8,7,10,1,0.3574,MEDIUM
5,8,5,5,8,4,1,10,9,2,2,1,8,9,1,9,8,7,7,8,0.6328,HIGH
9,5,6,4,4,5,4,4,6,8,9,5,4,8,1,2,2,9,1,4,0.4933,MEDIUM
4,7,2,4,7,4,8,6,1,7,1,6,1,4,4,6,2,2,7,4,0.3586,MEDIUM
8,9,5,6,8,4,7,3,6,4,1,4,5,3,7,1,3,8,4,3,0.4033,MEDIUM
3,7,10,10,3,8,3,9,8,1,3,3,10,5,1,1,10,8,6,2,0.6384,HIGH
2,1,3,10,4,10,5,1,10,10,7,6,7,8,9,10,6,7,5,6,0.6047,HIGH
10,9,2,8,2,4,1,4,3,10,3,9,5,5,3,3,2,4,9,5,0.4722,MEDIUM
4,4,3,2,4,4,1,1,1,5,3,10,6,7,1,4,1,3,10,4,0.4141,MEDIUM
1,10,6,9,8,3,1,3,1,8,6,3,1,1,3,6,6,7,10,4,0.4936,MEDIUM
2,9,7,1,7,3,4,2,5,4,9,8,5,5,4,8,4,1,6,4,0.3939,MEDIUM
6,10,7,3,8,7,4,1,1,10,8,7,4,3,6,3,8,4,10,8,0.5236,MEDIUM
7,8,5,9,9,2,4,10,2,5,3,1,4,8,6,7,10,5,2,5,0.4529,MEDIUM
4,2,5,1,2,4,10,9,9,8,9,5,3,10,6,4,4,8,2,9,0.4212,MEDIUM
10,5,3,9,5,1,9,9,9,6,7,4,9,1,3,9,6,3,2,3,0.5357,MEDIUM
1,1,5,2,7,5,9,6,2,6,6,10,7,5,9,8,1,4,3,2,0.4106,MEDIUM
9,8,1,4,10,6,1,9,9,9,9,5,3,4,6,10,5,1,3,2,0.5318,MEDIUM
7,10,9,1,7,9,2,4,6,7,4,7,3,3,5,5,7,3,7,6,0.3297,LOW
6,7,2,6,8,8,3,4,6,6,2,8,3,8,5,9,5,8,10,3,0.5895,MEDIUM
8,1,6,10,10,5,5,7,2,8,4,6,4,7,1,7,9,5,5,8,0.6486,HIGH
1,7,8,5,1,10,2,3,7,1,3,9,8,1,1,8,2,2,1,7,0.3342,LOW
5,9,1,3,4,3,6,9,7,10,10,9,1,1,9,9,2,5,9,5,0.4272,MEDIUM
9,10,5,7,6,5,2,2,3,5,3,3,10,7,1,7,10,2,4,9,0.5334,MEDIUM
3,2,8,3,10,6,3,2,9,7,7,8,9,3,4,10,7,8,6,7,0.5989,MEDIUM
8,7,6,10,5,9,7,4,8,9,8,9,6,6,10,8,2,2,9,10,0.5305,MEDIUM
8,3,5,9,2,9,8,1,7,4,4,8,9,8,5,8,3,7,8,4,0.5587,MEDIUM
3,7,9,2,4,7,2,6,10,4,7,5,1,8,7,3,1,3,9,3,0.308,LOW
1,8,5,10,6,10,7,3,5,2,4,3,5,6,10,2,3,4,2,5,0.3546,MEDIUM
2,5,3,2,6,9,3,6,5,6,2,5,4,5,4,9,3,6,1,1,0.4105,MEDIUM
9,7,10,10,3,1,6,2,1,4,5,2,6,10,5,10,3,9,4,5,0.4731,MEDIUM
10,5,3,9,4,6,3,8,1,7,1,8,8,2,5,10,8,7,5,3,0.534,MEDIUM
4,7,10,2,8,1,4,3,5,3,3,4,5,2,8,8,10,3,2,2,0.3819,MEDIUM
8,1,1,6,3,5,6,10,7,1,10,1,2,3,8,2,8,3,1,10,0.4645,MEDIUM
9,5,1,3,8,1,10,5,4,2,6,3,2,2,10,10,8,2,8,9,0.474,MEDIUM
7,3,6,7,2,6,7,4,7,9,9,7,5,7,6,1,5,6,7,10,0.5668,MEDIUM
7,1,7,3,9,6,4,7,8,5,10,3,9,2,9,8,2,2,4,7,0.6298,HIGH
4,6,5,4,2,4,4,2,2,3,8,1,7,5,6,5,8,9,4,10,0.4807,MEDIUM
10,1,5,10,8,10,2,1,4,1,4,4,8,10,10,2,7,2,9,6,0.5963,MEDIUM
1,3,10,8,7,8,1,7,5,5,1,10,4,1,6,8,8,7,2,5,0.3834,MEDIUM
1,7,10,3,7,1,1,6,5,3,9,7,4,6,8,5,1,9,9,6,0.3321,LOW
2,8,5,5,5,5,2,4,9,9,3,6,9,3,4,6,6,3,7,4,0.5338,MEDIUM
8,4,4,9,1,7,2,8,8,10,10,9,10,1,5,4,9,2,1,1,0.5553,MEDIUM
7,4,2,1,6,10,6,1,8,7,2,5,1,5,9,7,9,8,2,7,0.5471,MEDIUM
10,1,8,4,4,9,3,2,1,10,3,1,1,10,2,2,5,10,9,10,0.5562,MEDIUM
3,2,7,9,6,1,10,9,10,5,8,10,4,10,9,4,7,5,7,10,0.5486,MEDIUM
1,7,2,1,10,7,1,4,4,9,3,3,4,9,3,3,4,6,4,8,0.6081,HIGH
6,6,8,3,8,1,6,10,3,6,1,2,9,9,8,3,1,7,10,7,0.5112,MEDIUM
6,8,8,7,8,8,9,9,8,2,4,1,9,5,9,4,10,8,3,1,0.5222,MEDIUM
1,7,7,4,3,10,6,7,9,10,9,7,6,8,5,9,10,4,7,8,0.6003,HIGH
1,7,2,10,8,6,1,1,4,9,2,5,1,5,4,9,9,1,2,6,0.4372,MEDIUM
4,2,6,1,1,6,9,4,6,4,5,9,6,9,5,3,6,6,7,2,0.4653,MEDIUM
5,2,8,9,5,4,8,7,1,2,9,4,3,6,8,10,9,2,7,10,0.4978,MEDIUM
6,4,6,3,5,7,10,4,7,1,5,3,6,10,10,1,5,1,2,10,0.4368,MEDIUM
4,10,6,9,10,9,2,9,5,4,3,5,5,6,8,5,4,5,3,6,0.443,MEDIUM
10,6,2,3,3,9,7,10,6,3,10,4,9,3,2,1,7,3,9,7,0.5473,MEDIUM
9,6,3,2,1,1,8,4,6,10,1,2,4,3,6,8,1,5,5,2,0.4574,MEDIUM
5,9,3,3,5,4,1,3,6,10,6,9,9,9,6,6,8,4,10,4,0.5361,MEDIUM
10,8,5,3,7,1,9,6,6,1,3,7,3,6,10,10,2,5,4,6,0.4415,MEDIUM
4,10,6,10,6,7,10,2,8,3,1,8,1,4,7,8,10,9,9,10,0.4746,MEDIUM
4,8,4,7,4,1,2,6,3,8,8,4,8,5,9,2,2,9,5,5,0.3985,MEDIUM
9,8,9,10,1,6,3,10,2,9,5,5,1,10,1,1,3,6,6,9,0.5746,MEDIUM
8,9,3,6,8,4,2,4,1,3,3,1,4,8,4,6,5,1,6,4,0.4597,MEDIUM
4,5,1,2,7,5,8,9,6,1,7,1,10,4,4,8,2,10,9,7,0.6224,HIGH
6,9,6,2,1,3,2,5,7,6,5,9,2,10,4,3,3,1,7,2,0.3788,MEDIUM
6,3,6,1,2,10,2,8,8,10,9,8,10,6,1,5,8,1,1,7,0.5327,MEDIUM
3,3,6,1,2,8,8,6,10,2,8,5,9,10,1,10,3,4,10,4,0.5732,MEDIUM
7,1,5,5,8,1,8,1,7,7,1,6,8,10,7,6,3,8,4,10,0.6101,HIGH
9,4,2,2,3,6,10,9,3,3,2,9,10,9,8,1,2,7,3,5,0.4419,MEDIUM
5,5,6,2,7,10,7,2,4,8,1,4,5,1,9,5,10,8,9,6,0.481,MEDIUM
4,2,6,1,3,8,5,4,10,4,10,2,10,2,7,6,5,6,10,5,0.6041,HIGH
9,1,7,3,1,10,6,3,8,10,6,9,7,1,8,3,6,1,10,4,0.4862,MEDIUM
4,4,1,3,1,7,9,3,3,1,6,4,9,5,6,3,9,2,4,5,0.4306,MEDIUM
10,8,9,6,8,6,3,4,3,7,7,2,1,4,9,3,2,2,9,7,0.4174,MEDIUM
3,1,6,1,3,6,6,2,4,1,10,10,10,7,3,10,5,3,7,5,0.4871,MEDIUM
10,8,8,1,8,1,4,5,6,7,3,2,6,6,6,3,8,5,3,2,0.4914,MEDIUM
7,10,2,10,6,8,6,10,5,2,10,1,5,6,5,10,1,7,6,5,0.5721,MEDIUM
8,9,3,10,3,5,1,10,9,9,7,7,7,2,2,9,8,1,1,8,0.6681,HIGH
5,10,9,10,1,1,7,2,9,1,3,1,4,2,6,6,7,8,8,6,0.413,MEDIUM
3,2,7,4,6,10,3,5,5,5,6,1,8,7,6,5,8,9,9,10,0.6089,HIGH
2,6,6,10,4,10,9,10,8,8,6,2,5,3,6,9,1,8,5,3,0.5843,MEDIUM
3,2,3,1,4,8,4,7,1,1,2,5,6,3,4,3,4,3,10,2,0.4052,MEDIUM
5,3,1,5,2,8,10,4,10,6,4,9,5,4,1,8,2,9,5,7,0.5582,MEDIUM
7,1,10,1,4,6,2,5,10,1,4,4,4,2,4,10,4,7,1,6,0.4661,MEDIUM
8,3,1,8,4,2,2,6,7,8,7,3,4,9,7,6,9,3,7,4,0.6143,HIGH
1,2,7,2,9,1,4,1,4,9,8,10,5,3,7,4,5,1,6,5,0.4031,MEDIUM
8,6,6,2,6,7,10,9,4,3,3,10,10,2,9,2,3,9,1,10,0.4172,MEDIUM
2,10,2,8,8,1,2,10,9,3,8,8,2,8,10,6,7,8,9,6,0.4646,MEDIUM
9,8,7,7,2,3,2,8,8,5,5,5,2,6,7,6,8,5,4,8,0.4663,MEDIUM
6,10,9,3,5,9,2,4,3,9,2,9,1,2,3,10,6,6,9,5,0.4927,MEDIUM
5,6,8,4,6,3,7,5,1,8,2,5,10,2,4,2,1,5,7,6,0.3947,MEDIUM
3,8,5,1,5,6,7,5,6,5,4,2,3,10,1,4,9,3,7,6,0.4735,MEDIUM
2,3,10,5,8,3,10,10,3,7,4,4,8,1,1,10,6,2,2,4,0.4012,MEDIUM
10,2,3,3,3,8,7,2,6,9,5,3,6,2,2,9,8,5,3,3,0.5124,MEDIUM
4,2,9,6,9,4,2,4,3,10,8,6,8,1,4,5,1,10,8,2,0.4469,MEDIUM
9,2,5,9,6,5,4,7,3,8,5,9,2,9,8,4,2,8,9,6,0.5459,MEDIUM
3,10,8,7,5,3,9,5,7,9,6,2,10,3,7,2,8,6,9,7,0.4705,MEDIUM
10,3,8,5,3,10,1,1,4,10,2,7,2,1,3,9,2,2,2,2,0.3947,MEDIUM
8,1,5,1,5,8,9,8,4,8,5,9,1,6,3,2,8,1,3,1,0.4251,MEDIUM
8,4,10,8,1,2,7,4,2,7,3,10,6,9,2,1,8,8,2,10,0.4646,MEDIUM
7,8,7,8,5,2,7,7,1,7,5,9,6,9,9,9,5,5,5,3,0.5226,MEDIUM
5,6,1,5,10,9,9,7,5,6,4,9,7,9,5,6,2,3,7,6,0.4729,MEDIUM
3,8,7,7,8,4,2,6,6,3,6,5,2,8,9,4,3,2,2,3,0.4408,MEDIUM
7,9,2,9,7,9,6,1,7,4,5,6,9,6,7,10,8,8,2,1,0.5834,MEDIUM
5,6,7,9,9,3,7,4,5,3,5,3,4,6,10,3,9,9,8,1,0.4411,MEDIUM
1,6,3,6,2,4,7,3,8,3,6,9,7,2,9,3,2,2,5,1,0.3192,LOW
9,5,9,8,5,3,7,2,6,5,8,2,3,2,7,3,8,6,8,4,0.4539,MEDIUM
4,3,1,1,7,2,2,10,4,7,9,10,6,3,10,8,5,9,1,3,0.4963,MEDIUM
4,4,6,3,4,6,9,5,6,10,7,4,9,4,9,5,7,1,8,5,0.5437,MEDIUM
10,2,7,10,9,2,6,6,6,7,2,4,10,7,1,5,8,6,2,1,0.6131,HIGH
5,3,5,3,6,9,5,7,6,9,10,10,4,4,4,6,8,2,8,7,0.587,MEDIUM
9,6,4,9,5,10,10,5,1,9,5,8,8,3,8,10,8,3,9,1,0.505,MEDIUM
10,3,8,8,2,5,1,1,5,7,5,1,9,8,10,9,2,8,4,7,0.5073,MEDIUM
2,9,9,6,8,6,3,5,6,3,2,7,5,3,1,2,2,9,1,9,0.4083,MEDIUM
3,10,6,5,9,6,3,2,2,3,2,6,10,5,7,4,4,4,9,2,0.4538,MEDIUM
8,10,9,5,3,8,7,10,1,2,8,8,1,7,10,1,6,4,4,8,0.3111,LOW
1,2,10,4,7,4,10,10,9,7,6,2,5,4,7,5,7,3,10,7,0.4745,MEDIUM
10,1,6,5,6,3,2,10,1,10,3,7,8,2,3,6,9,5,1,5,0.5606,MEDIUM
8,7,1,9,4,1,8,4,6,5,7,1,1,8,10,8,5,1,8,7,0.4606,MEDIUM
9,6,7,5,5,10,3,6,6,10,4,4,5,9,9,7,10,6,5,7,0.5794,MEDIUM
9,1,1,3,3,1,10,8,7,5,7,6,4,2,8,6,10,6,10,7,0.5219,MEDIUM
3,8,5,3,4,4,5,2,3,9,4,5,4,8,1,4,8,6,3,7,0.4065,MEDIUM
10,7,9,6,8,6,4,10,2,7,10,2,4,10,5,7,9,10,4,4,0.5999,MEDIUM
3,8,7,7,2,7,4,10,9,5,9,2,2,8,3,3,6,2,3,6,0.5448,MEDIUM
8,5,9,2,6,4,3,5,7,1,7,4,10,9,2,9,1,9,6,6,0.5144,MEDIUM
5,3,1,7,1,10,10,4,10,7,1,1,8,9,10,5,10,4,6,1,0.4805,MEDIUM
7,2,8,8,3,4,9,3,1,8,6,2,2,4,5,9,7,6,8,10,0.5026,MEDIUM
7,9,2,1,4,3,1,3,3,5,1,2,8,4,3,9,2,6,10,6,0.5293,MEDIUM
5,4,2,3,5,7,8,5,1,1,10,5,1,5,4,8,9,2,5,2,0.4421,MEDIUM
2,10,6,9,8,4,7,1,7,4,5,1,6,2,4,1,1,6,8,3,0.3925,MEDIUM
4,10,6,4,3,8,10,2,9,3,4,4,2,7,8,2,7,3,10,10,0.4184,MEDIUM
7,9,2,8,6,5,9,2,5,5,3,4,4,6,3,2,6,7,1,3,0.3635,MEDIUM
4,3,5,8,5,7,9,8,10,3,8,2,9,6,6,2,4,8,1,4,0.5587,MEDIUM
6,10,8,10,8,9,1,9,8,9,5,2,8,9,7,8,10,4,10,4,0.7042,HIGH
7,10,4,10,5,10,10,6,8,3,1,3,1,4,6,3,2,1,5,9,0.4114,MEDIUM
2,2,5,7,9,2,4,9,10,4,4,2,4,9,7,4,5,10,3,4,0.6013,HIGH
6,3,5,10,4,8,2,1,5,2,8,7,3,9,6,2,1,4,1,2,0.3882,MEDIUM
7,5,1,5,1,4,10,8,7,3,2,2,9,9,1,7,10,1,5,4,0.5896,MEDIUM
9,10,2,2,5,9,3,2,10,10,2,3,1,7,3,5,5,2,9,6,0.5506,MEDIUM
1,2,7,7,5,2,6,1,10,10,6,8,6,7,9,2,2,4,5,4,0.4032,MEDIUM
2,6,4,3,10,4,2,5,10,4,10,3,9,3,3,4,6,10,7,4,0.5992,MEDIUM
5,8,3,7,3,5,8,2,10,4,10,2,7,6,3,8,8,4,1,9,0.5513,MEDIUM
8,3,5,1,4,7,5,9,1,1,3,6,5,1,7,5,7,8,7,6,0.5044,MEDIUM
2,8,3,8,8,6,4,3,10,2,3,4,7,6,6,7,5,5,2,5,0.4514,MEDIUM
10,4,1,1,2,6,10,1,4,9,3,5,1,4,1,10,3,3,9,4,0.4362,MEDIUM
5,4,7,5,5,6,7,7,4,1,10,1,7,7,10,6,9,1,5,10,0.5637,MEDIUM
5,1,7,7,5,5,7,6,2,6,8,2,8,10,3,4,1,1,3,9,0.504,MEDIUM
9,4,5,10,3,9,5,5,6,6,1,8,5,3,10,9,3,9,1,4,0.5138,MEDIUM
8,10,5,5,1,1,1,2,1,6,7,9,10,8,8,10,1,4,7,5,0.5013,MEDIUM
10,7,5,5,3,3,2,7,10,7,9,10,3,9,7,10,8,10,8,10,0.6284,HIGH
4,5,9,6,10,7,4,6,8,3,3,4,2,6,3,7,1,6,8,10,0.5661,MEDIUM
5,9,2,6,8,6,9,2,1,1,2,6,5,5,8,6,2,3,5,6,0.3094,LOW
8,4,8,10,9,5,9,1,1,3,1,4,3,9,8,1,8,9,10,7,0.5135,MEDIUM
2,8,9,4,3,3,6,1,10,2,6,6,8,4,3,3,3,3,4,3,0.3524,MEDIUM
7,1,2,8,6,5,3,7,10,9,9,4,3,1,10,10,2,3,5,3,0.5911,MEDIUM
4,5,9,4,10,1,7,2,9,5,6,7,8,3,8,9,6,8,4,1,0.4131,MEDIUM
3,4,10,5,9,5,8,8,2,5,7,8,4,4,10,1,10,3,2,4,0.3058,LOW
8,1,2,9,4,3,8,5,1,4,2,7,10,5,8,5,4,5,2,9,0.4924,MEDIUM
9,2,6,8,7,6,2,6,1,3,2,9,7,5,6,10,9,3,2,10,0.4619,MEDIUM
5,2,6,2,8,7,4,9,7,2,9,10,1,9,6,5,1,4,1,4,0.4373,MEDIUM
3,6,4,6,6,6,10,10,6,4,10,8,3,1,6,7,1,1,7,5,0.4654,MEDIUM
3,1,10,3,3,6,10,8,4,10,7,8,1,8,2,1,7,1,2,2,0.3966,MEDIUM
4,1,4,3,3,4,3,4,6,5,4,4,8,5,6,4,7,6,7,1,0.5668,MEDIUM
3,7,8,5,2,3,2,7,4,9,3,5,6,10,7,3,3,4,10,8,0.5188,MEDIUM
3,5,9,5,4,10,7,1,10,10,7,1,8,10,4,10,2,1,6,2,0.5183,MEDIUM
6,1,8,2,1,9,2,7,6,4,6,10,9,6,2,6,4,3,1,10,0.5122,MEDIUM
3,9,4,6,4,5,3,5,10,6,1,2,6,3,9,1,1,7,5,9,0.4425,MEDIUM
7,2,6,8,8,10,10,4,3,5,7,10,7,5,10,3,9,10,7,4,0.4589,MEDIUM
9,10,10,10,7,9,1,2,3,7,7,10,10,4,1,1,6,5,8,7,0.5068,MEDIUM
5,3,5,10,5,5,3,9,3,9,2,9,4,3,6,6,2,3,7,7,0.472,MEDIUM
10,2,8,9,3,8,3,10,8,3,2,4,7,10,1,9,7,7,1,3,0.5519,MEDIUM
3,10,7,4,2,7,6,1,2,3,5,1,5,1,4,5,2,8,7,1,0.3519,MEDIUM
10,8,2,4,8,8,8,10,4,9,7,5,1,5,8,1,5,3,1,9,0.4845,MEDIUM
7,7,5,8,9,7,4,6,10,5,4,1,2,3,3,7,10,5,2,6,0.522,MEDIUM
4,6,5,4,2,9,8,1,6,1,10,9,3,3,2,7,3,6,10,4,0.4495,MEDIUM
3,3,5,1,9,5,1,8,5,10,4,9,4,5,2,7,3,4,3,6,0.5397,MEDIUM
3,9,8,5,5,1,3,10,2,4,4,3,3,8,7,1,4,10,3,2,0.398,MEDIUM
10,2,7,6,9,1,7,5,4,9,6,6,2,3,10,10,9,7,7,4,0.5148,MEDIUM
2,9,1,6,9,4,1,10,8,7,10,1,5,7,4,6,1,8,8,4,0.657,HIGH
2,9,9,6,10,4,8,8,6,4,4,6,10,5,1,10,6,4,4,3,0.5161,MEDIUM
5,4,4,6,1,7,10,9,5,5,4,4,9,10,1,3,6,5,8,2,0.5512,MEDIUM
3,8,9,1,7,7,5,5,9,6,7,8,9,7,9,10,3,7,9,6,0.4781,MEDIUM
6,2,3,8,1,2,2,9,4,7,1,7,4,8,1,6,6,5,6,7,0.5666,MEDIUM
6,2,6,5,2,5,3,4,9,7,2,5,6,1,10,5,2,4,9,3,0.4867,MEDIUM
3,6,9,2,5,1,2,1,2,2,10,1,6,1,5,5,3,9,2,7,0.3706,MEDIUM
5,6,9,1,9,2,1,7,4,6,6,2,10,8,3,7,4,5,5,6,0.6339,HIGH
6,7,6,9,3,5,8,7,9,3,6,9,5,6,10,8,3,3,1,6,0.3956,MEDIUM
1,2,2,7,1,1,3,7,9,5,10,7,8,8,8,7,2,10,3,1,0.518,MEDIUM
3,10,8,7,4,8,8,6,6,6,8,10,5,4,2,10,4,7,7,8,0.4731,MEDIUM
2,2,7,3,6,4,6,3,3,10,4,9,7,3,10,2,9,8,10,4,0.4478,MEDIUM
8,6,10,4,8,3,8,6,2,4,2,6,9,7,3,1,8,2,4,9,0.3692,MEDIUM
10,5,8,8,9,6,5,1,8,10,5,6,4,10,4,5,2,2,3,4,0.5004,MEDIUM
7,5,7,3,9,6,1,7,10,7,8,3,1,7,5,8,5,1,6,6,0.5396,MEDIUM
1,4,8,6,1,2,7,1,6,6,8,1,5,8,9,8,2,3,4,8,0.4221,MEDIUM
3,9,8,4,6,8,7,9,6,7,5,3,10,7,6,4,10,10,10,1,0.6064,HIGH
10,6,5,8,2,8,8,5,2,7,9,7,8,5,5,9,10,10,7,2,0.6147,HIGH
6,2,7,1,1,9,1,5,5,4,6,9,4,6,2,1,1,7,8,1,0.344,LOW
8,7,1,4,5,6,4,1,1,8,4,5,2,6,3,8,5,3,2,3,0.5317,MEDIUM
9,2,4,4,1,10,5,4,9,1,2,9,1,9,8,6,4,8,5,2,0.4674,MEDIUM
3,7,1,1,3,7,8,5,6,9,7,2,9,10,5,3,1,7,3,5,0.4745,MEDIUM
9,9,8,9,3,1,3,9,3,6,4,7,6,6,3,3,1,6,4,9,0.473,MEDIUM
5,9,1,4,1,3,6,2,6,8,2,7,2,10,6,5,7,8,3,4,0.4293,MEDIUM
10,1,5,5,2,9,6,1,8,2,2,4,9,4,6,2,5,7,4,6,0.4678,MEDIUM
5,8,7,6,9,5,9,9,6,5,8,7,3,1,7,10,4,5,9,7,0.5024,MEDIUM
8,4,8,1,3,2,10,8,7,2,8,5,4,3,7,5,2,8,3,3,0.3535,MEDIUM
6,6,2,5,6,9,9,6,1,2,9,3,10,10,10,1,10,2,1,2,0.456,MEDIUM
1,3,7,4,10,1,1,2,10,10,1,8,4,10,5,9,9,4,5,1,0.4837,MEDIUM
4,10,1,7,1,8,8,2,9,8,3,10,8,1,4,5,6,1,6,9,0.3871,MEDIUM
9,3,1,3,5,5,7,10,5,4,10,8,5,3,3,6,8,8,10,9,0.6336,HIGH
4,1,5,3,2,5,6,4,9,3,4,4,3,2,4,1,2,10,4,9,0.4679,MEDIUM
7,9,3,3,7,8,3,4,6,7,2,2,10,5,4,7,2,5,8,6,0.5817,MEDIUM
7,3,10,8,9,9,3,4,6,6,4,2,9,5,5,5,7,10,1,5,0.6272,HIGH
9,9,4,6,7,4,5,8,2,7,9,9,1,2,8,8,2,1,9,7,0.4685,MEDIUM
10,7,6,5,1,7,6,1,1,3,4,6,7,5,2,5,1,8,8,2,0.4009,MEDIUM
5,3,2,1,6,5,4,6,2,4,8,2,9,4,5,10,8,10,10,3,0.6447,HIGH
3,10,2,1,9,1,8,8,9,6,9,6,10,10,2,10,3,9,10,3,0.5457,MEDIUM
2,8,7,10,7,1,4,9,4,5,8,9,7,3,7,5,7,2,7,2,0.4029,MEDIUM
6,1,2,9,7,1,6,1,4,6,1,10,1,8,9,7,2,2,5,1,0.3392,LOW
8,7,8,1,4,5,8,1,1,9,3,7,4,8,5,7,5,7,3,3,0.4265,MEDIUM
6,1,8,5,8,7,3,2,10,9,10,4,9,4,6,10,4,1,2,7,0.6322,HIGH
9,5,10,8,1,8,2,10,10,3,6,8,6,2,2,8,2,5,5,1,0.5306,MEDIUM
4,5,3,9,8,6,7,8,4,2,2,1,2,8,7,7,1,3,8,10,0.5651,MEDIUM
2,3,7,2,6,5,1,10,9,6,7,10,2,1,4,10,4,5,9,2,0.4648,MEDIUM
1,1,4,4,5,6,4,10,4,2,8,5,3,3,2,7,6,10,9,2,0.5639,MEDIUM
2,6,8,10,2,4,7,8,9,10,6,4,8,10,3,9,1,7,4,10,0.5894,MEDIUM
7,9,3,5,9,2,8,3,10,8,2,4,2,2,6,9,3,6,1,9,0.495,MEDIUM
5,4,5,3,2,2,3,2,9,3,9,9,3,10,2,5,6,5,8,1,0.4676,MEDIUM
6,5,4,4,3,2,3,6,10,6,5,4,3,5,5,4,10,3,3,1,0.4568,MEDIUM
8,9,2,1,6,1,9,10,9,10,5,1,9,2,7,8,3,4,4,7,0.5439,MEDIUM
10,4,6,2,1,8,4,9,6,2,6,4,5,4,6,7,8,10,5,2,0.5684,MEDIUM
6,5,1,10,5,7,2,8,5,6,6,7,4,8,9,1,2,9,8,2,0.5177,MEDIUM
6,2,4,1,1,7,4,5,1,10,7,2,3,10,10,3,7,3,4,7,0.4864,MEDIUM
2,9,2,6,8,10,8,8,7,5,3,4,8,9,9,6,1,8,10,1,0.4854,MEDIUM
5,8,6,6,3,4,1,4,4,6,1,2,3,4,3,10,1,1,2,2,0.2945,LOW
3,5,10,4,5,2,6,9,3,3,2,3,2,6,2,2,1,9,9,1,0.3969,MEDIUM
10,9,10,6,1,7,7,6,10,4,6,7,2,5,1,1,9,2,5,6,0.4744,MEDIUM
3,9,7,1,7,9,10,3,2,8,5,5,8,1,8,5,10,6,3,3,0.3994,MEDIUM
5,10,10,5,10,9,10,8,7,4,10,2,7,1,1,8,7,10,5,2,0.4776,MEDIUM
7,6,9,8,1,2,6,3,10,6,1,7,4,6,5,2,7,8,9,6,0.4415,MEDIUM
4,1,5,5,6,7,8,6,10,9,2,9,7,4,3,5,4,4,6,1,0.4057,MEDIUM
9,6,2,2,3,8,5,9,2,7,3,7,10,9,6,3,1,6,7,7,0.5826,MEDIUM
1,6,10,10,10,4,3,2,10,8,5,7,6,7,4,9,3,6,7,10,0.5288,MEDIUM
1,3,9,8,7,2,10,8,7,9,2,4,9,10,2,1,3,1,9,8,0.5613,MEDIUM
5,1,3,9,10,10,4,7,6,1,1,4,2,10,1,9,6,8,9,9,0.7267,HIGH
3,6,9,5,3,3,1,9,7,6,3,1,8,8,5,9,7,1,3,6,0.4862,MEDIUM
7,4,8,9,2,2,7,10,1,10,8,3,8,4,3,9,6,6,8,8,0.5547,MEDIUM
10,8,5,9,5,1,9,6,3,3,9,7,2,10,9,3,8,3,7,1,0.4418,MEDIUM
7,6,8,7,9,3,10,10,7,8,3,9,3,5,2,10,8,9,7,9,0.5496,MEDIUM
1,5,3,9,9,8,9,10,3,6,10,9,7,8,3,5,2,10,6,5,0.5874,MEDIUM
2,6,8,2,8,7,3,7,10,7,8,3,9,10,3,6,8,7,6,6,0.6196,HIGH
6,2,5,7,6,10,10,9,4,2,5,4,1,10,10,6,4,3,2,9,0.4176,MEDIUM
10,4,2,6,4,1,6,9,7,6,5,9,4,4,9,9,1,7,8,2,0.3997,MEDIUM
10,2,8,5,3,6,2,9,7,10,8,6,7,7,8,2,8,6,3,5,0.5924,MEDIUM
1,10,8,6,9,7,2,4,10,4,5,8,5,10,6,1,1,5,5,2,0.3998,MEDIUM
9,6,1,1,7,1,4,1,8,10,9,5,4,7,4,5,9,7,2,6,0.539,MEDIUM
7,6,9,9,8,10,4,5,1,5,9,7,10,4,9,5,2,4,8,1,0.5167,MEDIUM
8,9,8,1,4,4,1,2,5,2,2,9,3,7,1,7,1,7,9,3,0.4469,MEDIUM
2,8,10,8,7,5,7,8,1,6,8,5,3,1,6,1,1,9,1,1,0.328,LOW
1,2,9,3,7,1,7,3,1,2,2,10,10,1,7,9,9,8,1,10,0.3642,MEDIUM
1,10,1,5,3,4,3,7,7,4,5,6,7,5,6,1,5,1,8,10,0.4756,MEDIUM
5,3,6,10,3,3,1,3,2,4,10,6,3,1,8,7,5,4,6,10,0.4291,MEDIUM
4,3,6,7,2,9,4,8,1,2,6,8,8,5,5,2,7,7,3,2,0.4645,MEDIUM
5,6,10,9,5,9,5,8,2,7,10,4,7,2,8,6,7,9,3,7,0.5665,MEDIUM
